w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,summa
85,2,ÄUWDV RWND XVNRWWDYD SXUX NDNOKÄW YDUSDLOOD KDXNL LCOVQDWH KDLWDUL WDOLHDL VDNQMDDPHV,ZSUBT PULB VTLPUUBWB QVSV LBLMIZU WBSQBJMMB IBVLJ JAMTOBUF IBJUBSJ UBMJFBJ TBLOKBBNFT,ZSUBT,PULB,VTLPUUBWB,QVSV,LBLMIZU,WBSQBJMMB,IBVLJ,JAMTOBUF,IBJUBSJ,UBMJFBJ,TBLOKBBNFT,0,0,0,0,0,0,0,0
85,3,ÄUWDV RWND XVNRWWDYD SXUX NDNOKÄW YDUSDLOOD KDXNL LCOVQDWH KDLWDUL WDOLHDL VDNQMDDPHV,YRTAS OTKA USKOTTAVA PURU KAKLHYT VARPAILLA HAUKI IÖLSNATE HAITARI TALIEAI SAKNJAAMES,YRTAS,OTKA,USKOTTAVA,PURU,KAKLHYT,VARPAILLA,HAUKI,IÖLSNATE,HAITARI,TALIEAI,SAKNJAAMES,0,0,0,0,0,0,0,5
85,4,ÄUWDV RWND XVNRWWDYD SXUX NDNOKÄW YDUSDLOOD KDXNL LCOVQDWH KDLWDUL WDOLHDL VDNQMDDPHV,XQSÖR NSJÖ TRJNSSÖUÖ OTQT JÖJKGXS UÖQOÖHKKÖ GÖTJH HÄKRMÖSD GÖHSÖQH SÖKHDÖH RÖJMIÖÖLDR,XQSÖR,NSJÖ,TRJNSSÖUÖ,OTQT,JÖJKGXS,UÖQOÖHKKÖ,GÖTJH,HÄKRMÖSD,GÖHSÖQH,SÖKHDÖH,RÖJMIÖÖLDR,0,0,0,0,0,0,0,0
85,5,ÄUWDV RWND XVNRWWDYD SXUX NDNOKÄW YDUSDLOOD KDXNL LCOVQDWH KDLWDUL WDOLHDL VDNQMDDPHV,WPRÄQ MRIÄ SQIMRRÄTÄ NSPS IÄIJFWR TÄPNÄGJJÄ FÄSIG GÅJQLÄRC FÄGRÄPG RÄJGCÄG QÄILHÄÄKCQ,WPRÄQ,MRIÄ,SQIMRRÄTÄ,NSPS,IÄIJFWR,TÄPNÄGJJÄ,FÄSIG,GÅJQLÄRC,FÄGRÄPG,RÄJGCÄG,QÄILHÄÄKCQ,0,0,0,0,0,0,0,0
85,6,ÄUWDV RWND XVNRWWDYD SXUX NDNOKÄW YDUSDLOOD KDXNL LCOVQDWH KDLWDUL WDOLHDL VDNQMDDPHV,VOQÅP LQHÅ RPHLQQÅSÅ MROR HÅHIEVQ SÅOMÅFIIÅ EÅRHF FZIPKÅQB EÅFQÅOF QÅIFBÅF PÅHKGÅÅJBP,VOQÅP,LQHÅ,RPHLQQÅSÅ,MROR,HÅHIEVQ,SÅOMÅFIIÅ,EÅRHF,FZIPKÅQB,EÅFQÅOF,QÅIFBÅF,PÅHKGÅÅJBP,0,0,0,0,0,0,0,0
85,7,ÄUWDV RWND XVNRWWDYD SXUX NDNOKÄW YDUSDLOOD KDXNL LCOVQDWH KDLWDUL WDOLHDL VDNQMDDPHV,UNPZO KPGZ QOGKPPZRZ LQNQ GZGHDUP RZNLZEHHZ DZQGE EYHOJZPA DZEPZNE PZHEAZE OZGJFZZIAO,UNPZO,KPGZ,QOGKPPZRZ,LQNQ,GZGHDUP,RZNLZEHHZ,DZQGE,EYHOJZPA,DZEPZNE,PZHEAZE,OZGJFZZIAO,0,0,0,0,0,0,0,0
85,8,ÄUWDV RWND XVNRWWDYD SXUX NDNOKÄW YDUSDLOOD KDXNL LCOVQDWH KDLWDUL WDOLHDL VDNQMDDPHV,TMOYN JOFY PNFJOOYQY KPMP FYFGCTO QYMKYDGGY CYPFD DXGNIYOÖ CYDOYMD OYGDÖYD NYFIEYYHÖN,TMOYN,JOFY,PNFJOOYQY,KPMP,FYFGCTO,QYMKYDGGY,CYPFD,DXGNIYOÖ,CYDOYMD,OYGDÖYD,NYFIEYYHÖN,0,0,0,0,0,0,0,0
85,9,ÄUWDV RWND XVNRWWDYD SXUX NDNOKÄW YDUSDLOOD KDXNL LCOVQDWH KDLWDUL WDOLHDL VDNQMDDPHV,SLNXM INEX OMEINNXPX JOLO EXEFBSN PXLJXCFFX BXOEC CWFMHXNÄ BXCNXLC NXFCÄXC MXEHDXXGÄM,SLNXM,INEX,OMEINNXPX,JOLO,EXEFBSN,PXLJXCFFX,BXOEC,CWFMHXNÄ,BXCNXLC,NXFCÄXC,MXEHDXXGÄM,0,0,0,0,0,0,0,0
85,10,ÄUWDV RWND XVNRWWDYD SXUX NDNOKÄW YDUSDLOOD KDXNL LCOVQDWH KDLWDUL WDOLHDL VDNQMDDPHV,RKMWL HMDW NLDHMMWOW INKN DWDEARM OWKIWBEEW AWNDB BVELGWMÅ AWBMWKB MWEBÅWB LWDGCWWFÅL,RKMWL,HMDW,NLDHMMWOW,INKN,DWDEARM,OWKIWBEEW,AWNDB,BVELGWMÅ,AWBMWKB,MWEBÅWB,LWDGCWWFÅL,0,0,0,0,0,0,0,0
85,11,ÄUWDV RWND XVNRWWDYD SXUX NDNOKÄW YDUSDLOOD KDXNL LCOVQDWH KDLWDUL WDOLHDL VDNQMDDPHV,QJLVK GLCV MKCGLLVNV HMJM CVCDÖQL NVJHVADDV ÖVMCA AUDKFVLZ ÖVALVJA LVDAZVA KVCFBVVEZK,QJLVK,GLCV,MKCGLLVNV,HMJM,CVCDÖQL,NVJHVADDV,ÖVMCA,AUDKFVLZ,ÖVALVJA,LVDAZVA,KVCFBVVEZK,0,0,0,0,0,0,0,0
85,12,ÄUWDV RWND XVNRWWDYD SXUX NDNOKÄW YDUSDLOOD KDXNL LCOVQDWH KDLWDUL WDOLHDL VDNQMDDPHV,PIKUJ FKBU LJBFKKUMU GLIL BUBCÄPK MUIGUÖCCU ÄULBÖ ÖTCJEUKY ÄUÖKUIÖ KUCÖYUÖ JUBEAUUDYJ,PIKUJ,FKBU,LJBFKKUMU,GLIL,BUBCÄPK,MUIGUÖCCU,ÄULBÖ,ÖTCJEUKY,ÄUÖKUIÖ,KUCÖYUÖ,JUBEAUUDYJ,0,0,0,0,0,0,0,0
85,13,ÄUWDV RWND XVNRWWDYD SXUX NDNOKÄW YDUSDLOOD KDXNL LCOVQDWH KDLWDUL WDOLHDL VDNQMDDPHV,OHJTI EJAT KIAEJJTLT FKHK ATABÅOJ LTHFTÄBBT ÅTKAÄ ÄSBIDTJX ÅTÄJTHÄ JTBÄXTÄ ITADÖTTCXI,OHJTI,EJAT,KIAEJJTLT,FKHK,ATABÅOJ,LTHFTÄBBT,ÅTKAÄ,ÄSBIDTJX,ÅTÄJTHÄ,JTBÄXTÄ,ITADÖTTCXI,0,0,0,0,0,0,0,0
85,14,ÄUWDV RWND XVNRWWDYD SXUX NDNOKÄW YDUSDLOOD KDXNL LCOVQDWH KDLWDUL WDOLHDL VDNQMDDPHV,NGISH DIÖS JHÖDIISKS EJGJ ÖSÖAZNI KSGESÅAAS ZSJÖÅ ÅRAHCSIW ZSÅISGÅ ISAÅWSÅ HSÖCÄSSBWH,NGISH,DIÖS,JHÖDIISKS,EJGJ,ÖSÖAZNI,KSGESÅAAS,ZSJÖÅ,ÅRAHCSIW,ZSÅISGÅ,ISAÅWSÅ,HSÖCÄSSBWH,0,0,0,0,0,0,0,0
85,15,ÄUWDV RWND XVNRWWDYD SXUX NDNOKÄW YDUSDLOOD KDXNL LCOVQDWH KDLWDUL WDOLHDL VDNQMDDPHV,MFHRG CHÄR IGÄCHHRJR DIFI ÄRÄÖYMH JRFDRZÖÖR YRIÄZ ZQÖGBRHV YRZHRFZ HRÖZVRZ GRÄBÅRRAVG,MFHRG,CHÄR,IGÄCHHRJR,DIFI,ÄRÄÖYMH,JRFDRZÖÖR,YRIÄZ,ZQÖGBRHV,YRZHRFZ,HRÖZVRZ,GRÄBÅRRAVG,0,0,0,0,0,0,0,0
85,16,ÄUWDV RWND XVNRWWDYD SXUX NDNOKÄW YDUSDLOOD KDXNL LCOVQDWH KDLWDUL WDOLHDL VDNQMDDPHV,LEGQF BGÅQ HFÅBGGQIQ CHEH ÅQÅÄXLG IQECQYÄÄQ XQHÅY YPÄFAQGU XQYGQEY GQÄYUQY FQÅAZQQÖUF,LEGQF,BGÅQ,HFÅBGGQIQ,CHEH,ÅQÅÄXLG,IQECQYÄÄQ,XQHÅY,YPÄFAQGU,XQYGQEY,GQÄYUQY,FQÅAZQQÖUF,0,0,0,0,0,0,0,0
85,17,ÄUWDV RWND XVNRWWDYD SXUX NDNOKÄW YDUSDLOOD KDXNL LCOVQDWH KDLWDUL WDOLHDL VDNQMDDPHV,KDFPE AFZP GEZAFFPHP BGDG ZPZÅWKF HPDBPXÅÅP WPGZX XOÅEÖPFT WPXFPDX FPÅXTPX EPZÖYPPÄTE,KDFPE,AFZP,GEZAFFPHP,BGDG,ZPZÅWKF,HPDBPXÅÅP,WPGZX,XOÅEÖPFT,WPXFPDX,FPÅXTPX,EPZÖYPPÄTE,0,0,0,0,0,0,0,0
85,18,ÄUWDV RWND XVNRWWDYD SXUX NDNOKÄW YDUSDLOOD KDXNL LCOVQDWH KDLWDUL WDOLHDL VDNQMDDPHV,JCEOD ÖEYO FDYÖEEOGO AFCF YOYZVJE GOCAOWZZO VOFYW WNZDÄOES VOWEOCW EOZWSOW DOYÄXOOÅSD,JCEOD,ÖEYO,FDYÖEEOGO,AFCF,YOYZVJE,GOCAOWZZO,VOFYW,WNZDÄOES,VOWEOCW,EOZWSOW,DOYÄXOOÅSD,0,0,0,0,0,0,0,0
85,19,ÄUWDV RWND XVNRWWDYD SXUX NDNOKÄW YDUSDLOOD KDXNL LCOVQDWH KDLWDUL WDOLHDL VDNQMDDPHV,IBDNC ÄDXN ECXÄDDNFN ÖEBE XNXYUID FNBÖNVYYN UNEXV VMYCÅNDR UNVDNBV DNYVRNV CNXÅWNNZRC,IBDNC,ÄDXN,ECXÄDDNFN,ÖEBE,XNXYUID,FNBÖNVYYN,UNEXV,VMYCÅNDR,UNVDNBV,DNYVRNV,CNXÅWNNZRC,0,0,0,0,0,0,0,0
85,20,ÄUWDV RWND XVNRWWDYD SXUX NDNOKÄW YDUSDLOOD KDXNL LCOVQDWH KDLWDUL WDOLHDL VDNQMDDPHV,HACMB ÅCWM DBWÅCCMEM ÄDAD WMWXTHC EMAÄMUXXM TMDWU ULXBZMCQ TMUCMAU CMXUQMU BMWZVMMYQB,HACMB,ÅCWM,DBWÅCCMEM,ÄDAD,WMWXTHC,EMAÄMUXXM,TMDWU,ULXBZMCQ,TMUCMAU,CMXUQMU,BMWZVMMYQB,0,0,0,0,0,0,0,0
85,21,ÄUWDV RWND XVNRWWDYD SXUX NDNOKÄW YDUSDLOOD KDXNL LCOVQDWH KDLWDUL WDOLHDL VDNQMDDPHV,GÖBLA ZBVL CAVZBBLDL ÅCÖC VLVWSGB DLÖÅLTWWL SLCVT TKWAYLBP SLTBLÖT BLWTPLT ALVYULLXPA,GÖBLA,ZBVL,CAVZBBLDL,ÅCÖC,VLVWSGB,DLÖÅLTWWL,SLCVT,TKWAYLBP,SLTBLÖT,BLWTPLT,ALVYULLXPA,0,0,0,0,0,0,0,0
85,22,ÄUWDV RWND XVNRWWDYD SXUX NDNOKÄW YDUSDLOOD KDXNL LCOVQDWH KDLWDUL WDOLHDL VDNQMDDPHV,FÄAKÖ YAUK BÖUYAAKCK ZBÄB UKUVRFA CKÄZKSVVK RKBUS SJVÖXKAO RKSAKÄS AKVSOKS ÖKUXTKKWOÖ,FÄAKÖ,YAUK,BÖUYAAKCK,ZBÄB,UKUVRFA,CKÄZKSVVK,RKBUS,SJVÖXKAO,RKSAKÄS,AKVSOKS,ÖKUXTKKWOÖ,0,0,0,0,0,0,0,0
85,23,ÄUWDV RWND XVNRWWDYD SXUX NDNOKÄW YDUSDLOOD KDXNL LCOVQDWH KDLWDUL WDOLHDL VDNQMDDPHV,EÅÖJÄ XÖTJ AÄTXÖÖJBJ YAÅA TJTUQEÖ BJÅYJRUUJ QJATR RIUÄWJÖN QJRÖJÅR ÖJURNJR ÄJTWSJJVNÄ,EÅÖJÄ,XÖTJ,AÄTXÖÖJBJ,YAÅA,TJTUQEÖ,BJÅYJRUUJ,QJATR,RIUÄWJÖN,QJRÖJÅR,ÖJURNJR,ÄJTWSJJVNÄ,0,0,0,0,0,0,0,0
85,24,ÄUWDV RWND XVNRWWDYD SXUX NDNOKÄW YDUSDLOOD KDXNL LCOVQDWH KDLWDUL WDOLHDL VDNQMDDPHV,DZÄIÅ WÄSI ÖÅSWÄÄIAI XÖZÖ SISTPDÄ AIZXIQTTI PIÖSQ QHTÅVIÄM PIQÄIZQ ÄITQMIQ ÅISVRIIUMÅ,DZÄIÅ,WÄSI,ÖÅSWÄÄIAI,XÖZÖ,SISTPDÄ,AIZXIQTTI,PIÖSQ,QHTÅVIÄM,PIQÄIZQ,ÄITQMIQ,ÅISVRIIUMÅ,0,0,0,0,0,0,0,0
85,25,ÄUWDV RWND XVNRWWDYD SXUX NDNOKÄW YDUSDLOOD KDXNL LCOVQDWH KDLWDUL WDOLHDL VDNQMDDPHV,CYÅHZ VÅRH ÄZRVÅÅHÖH WÄYÄ RHRSOCÅ ÖHYWHPSSH OHÄRP PGSZUHÅL OHPÅHYP ÅHSPLHP ZHRUQHHTLZ,CYÅHZ,VÅRH,ÄZRVÅÅHÖH,WÄYÄ,RHRSOCÅ,ÖHYWHPSSH,OHÄRP,PGSZUHÅL,OHPÅHYP,ÅHSPLHP,ZHRUQHHTLZ,0,0,0,0,0,0,0,0
85,26,ÄUWDV RWND XVNRWWDYD SXUX NDNOKÄW YDUSDLOOD KDXNL LCOVQDWH KDLWDUL WDOLHDL VDNQMDDPHV,BXZGY UZQG ÅYQUZZGÄG VÅXÅ QGQRNBZ ÄGXVGORRG NGÅQO OFRYTGZK NGOZGXO ZGROKGO YGQTPGGSKY,BXZGY,UZQG,ÅYQUZZGÄG,VÅXÅ,QGQRNBZ,ÄGXVGORRG,NGÅQO,OFRYTGZK,NGOZGXO,ZGROKGO,YGQTPGGSKY,0,0,0,0,0,0,0,0
85,27,ÄUWDV RWND XVNRWWDYD SXUX NDNOKÄW YDUSDLOOD KDXNL LCOVQDWH KDLWDUL WDOLHDL VDNQMDDPHV,AWYFX TYPF ZXPTYYFÅF UZWZ PFPQMAY ÅFWUFNQQF MFZPN NEQXSFYJ MFNYFWN YFQNJFN XFPSOFFRJX,AWYFX,TYPF,ZXPTYYFÅF,UZWZ,PFPQMAY,ÅFWUFNQQF,MFZPN,NEQXSFYJ,MFNYFWN,YFQNJFN,XFPSOFFRJX,0,0,0,0,0,0,0,0
85,28,ÄUWDV RWND XVNRWWDYD SXUX NDNOKÄW YDUSDLOOD KDXNL LCOVQDWH KDLWDUL WDOLHDL VDNQMDDPHV,ÖVXEW SXOE YWOSXXEZE TYVY OEOPLÖX ZEVTEMPPE LEYOM MDPWREXI LEMXEVM XEPMIEM WEORNEEQIW,ÖVXEW,SXOE,YWOSXXEZE,TYVY,OEOPLÖX,ZEVTEMPPE,LEYOM,MDPWREXI,LEMXEVM,XEPMIEM,WEORNEEQIW,0,0,0,0,0,0,0,0
86,0,YTNPXFQQF FNRJXFXXJ ÅNYFYFQFZS RFOFFYNJ PDSNSYFFX FZXXFYTY ÅJX ÅNYFSPTN YTNS NWÅJN,YTNPXFQQF FNRJXFXXJ ÅNYFYFQFZS RFOFFYNJ PDSNSYFFX FZXXFYTY ÅJX ÅNYFSPTN YTNS NWÅJN,YTNPXFQQF,FNRJXFXXJ,ÅNYFYFQFZS,RFOFFYNJ,PDSNSYFFX,FZXXFYTY,ÅJX,ÅNYFSPTN,YTNS,NWÅJN,0,0,0,0,0,0,0,0,0
86,1,YTNPXFQQF FNRJXFXXJ ÅNYFYFQFZS RFOFFYNJ PDSNSYFFX FZXXFYTY ÅJX ÅNYFSPTN YTNS NWÅJN,XSMOWEPPE EMQIWEWWI ZMXEXEPEYR QENEEXMI OCRMRXEEW EYWWEXSX ZIW ZMXEROSM XSMR MVZIM,XSMOWEPPE,EMQIWEWWI,ZMXEXEPEYR,QENEEXMI,OCRMRXEEW,EYWWEXSX,ZIW,ZMXEROSM,XSMR,MVZIM,0,0,0,0,0,0,0,0,0
86,2,YTNPXFQQF FNRJXFXXJ ÅNYFYFQFZS RFOFFYNJ PDSNSYFFX FZXXFYTY ÅJX ÅNYFSPTN YTNS NWÅJN,WRLNVDOOD DLPHVDVVH YLWDWDODXQ PDMDDWLH NBQLQWDDV DXVVDWRW YHV YLWDQNRL WRLQ LUYHL,WRLNVDOOD,DLPHVDVVH,YLWDWDODXQ,PDMDDWLH,NBQLQWDDV,DXVVDWRW,YHV,YLWDQNRL,WRLQ,LUYHL,0,0,0,0,0,0,0,0,0
86,3,YTNPXFQQF FNRJXFXXJ ÅNYFYFQFZS RFOFFYNJ PDSNSYFFX FZXXFYTY ÅJX ÅNYFSPTN YTNS NWÅJN,VQKMUCNNC CKOGUCUUG XKVCVCNCWP OCLCCVKG MAPKPVCCU CWUUCVQV XGU XKVCPMQK VQKP KTXGK,VQKMUCNNC,CKOGUCUUG,XKVCVCNCWP,OCLCCVKG,MAPKPVCCU,CWUUCVQV,XGU,XKVCPMQK,VQKP,KTXGK,0,0,0,0,0,0,0,0,0
86,4,YTNPXFQQF FNRJXFXXJ ÅNYFYFQFZS RFOFFYNJ PDSNSYFFX FZXXFYTY ÅJX ÅNYFSPTN YTNS NWÅJN,UPJLTBMMB BJNFTBTTF WJUBUBMBVO NBKBBUJF LÖOJOUBBT BVTTBUPU WFT WJUBOLPJ UPJO JSWFJ,UPJLTBMMB,BJNFTBTTF,WJUBUBMBVO,NBKBBUJF,LÖOJOUBBT,BVTTBUPU,WFT,WJUBOLPJ,UPJO,JSWFJ,0,0,0,0,0,0,0,0,0
86,5,YTNPXFQQF FNRJXFXXJ ÅNYFYFQFZS RFOFFYNJ PDSNSYFFX FZXXFYTY ÅJX ÅNYFSPTN YTNS NWÅJN,TOIKSALLA AIMESASSE VITATALAUN MAJAATIE KÄNINTAAS AUSSATOT VES VITANKOI TOIN IRVEI,TOIKSALLA,AIMESASSE,VITATALAUN,MAJAATIE,KÄNINTAAS,AUSSATOT,VES,VITANKOI,TOIN,IRVEI,0,0,0,0,0,0,0,0,0
86,6,YTNPXFQQF FNRJXFXXJ ÅNYFYFQFZS RFOFFYNJ PDSNSYFFX FZXXFYTY ÅJX ÅNYFSPTN YTNS NWÅJN,SNHJRÖKKÖ ÖHLDRÖRRD UHSÖSÖKÖTM LÖIÖÖSHD JÅMHMSÖÖR ÖTRRÖSNS UDR UHSÖMJNH SNHM HQUDH,SNHJRÖKKÖ,ÖHLDRÖRRD,UHSÖSÖKÖTM,LÖIÖÖSHD,JÅMHMSÖÖR,ÖTRRÖSNS,UDR,UHSÖMJNH,SNHM,HQUDH,0,0,0,0,0,0,0,0,0
86,7,YTNPXFQQF FNRJXFXXJ ÅNYFYFQFZS RFOFFYNJ PDSNSYFFX FZXXFYTY ÅJX ÅNYFSPTN YTNS NWÅJN,RMGIQÄJJÄ ÄGKCQÄQQC TGRÄRÄJÄSL KÄHÄÄRGC IZLGLRÄÄQ ÄSQQÄRMR TCQ TGRÄLIMG RMGL GPTCG,RMGIQÄJJÄ,ÄGKCQÄQQC,TGRÄRÄJÄSL,KÄHÄÄRGC,IZLGLRÄÄQ,ÄSQQÄRMR,TCQ,TGRÄLIMG,RMGL,GPTCG,0,0,0,0,0,0,0,0,0
86,8,YTNPXFQQF FNRJXFXXJ ÅNYFYFQFZS RFOFFYNJ PDSNSYFFX FZXXFYTY ÅJX ÅNYFSPTN YTNS NWÅJN,QLFHPÅIIÅ ÅFJBPÅPPB SFQÅQÅIÅRK JÅGÅÅQFB HYKFKQÅÅP ÅRPPÅQLQ SBP SFQÅKHLF QLFK FOSBF,QLFHPÅIIÅ,ÅFJBPÅPPB,SFQÅQÅIÅRK,JÅGÅÅQFB,HYKFKQÅÅP,ÅRPPÅQLQ,SBP,SFQÅKHLF,QLFK,FOSBF,0,0,0,0,0,0,0,0,0
86,9,YTNPXFQQF FNRJXFXXJ ÅNYFYFQFZS RFOFFYNJ PDSNSYFFX FZXXFYTY ÅJX ÅNYFSPTN YTNS NWÅJN,PKEGOZHHZ ZEIAOZOOA REPZPZHZQJ IZFZZPEA GXJEJPZZO ZQOOZPKP RAO REPZJGKE PKEJ ENRAE,PKEGOZHHZ,ZEIAOZOOA,REPZPZHZQJ,IZFZZPEA,GXJEJPZZO,ZQOOZPKP,RAO,REPZJGKE,PKEJ,ENRAE,0,0,0,0,0,0,0,0,0
86,10,YTNPXFQQF FNRJXFXXJ ÅNYFYFQFZS RFOFFYNJ PDSNSYFFX FZXXFYTY ÅJX ÅNYFSPTN YTNS NWÅJN,OJDFNYGGY YDHÖNYNNÖ QDOYOYGYPI HYEYYODÖ FWIDIOYYN YPNNYOJO QÖN QDOYIFJD OJDI DMQÖD,OJDFNYGGY,YDHÖNYNNÖ,QDOYOYGYPI,HYEYYODÖ,FWIDIOYYN,YPNNYOJO,QÖN,QDOYIFJD,OJDI,DMQÖD,0,0,0,0,0,0,0,0,0
86,11,YTNPXFQQF FNRJXFXXJ ÅNYFYFQFZS RFOFFYNJ PDSNSYFFX FZXXFYTY ÅJX ÅNYFSPTN YTNS NWÅJN,NICEMXFFX XCGÄMXMMÄ PCNXNXFXOH GXDXXNCÄ EVHCHNXXM XOMMXNIN PÄM PCNXHEIC NICH CLPÄC,NICEMXFFX,XCGÄMXMMÄ,PCNXNXFXOH,GXDXXNCÄ,EVHCHNXXM,XOMMXNIN,PÄM,PCNXHEIC,NICH,CLPÄC,0,0,0,0,0,0,0,0,0
86,12,YTNPXFQQF FNRJXFXXJ ÅNYFYFQFZS RFOFFYNJ PDSNSYFFX FZXXFYTY ÅJX ÅNYFSPTN YTNS NWÅJN,MHBDLWEEW WBFÅLWLLÅ OBMWMWEWNG FWCWWMBÅ DUGBGMWWL WNLLWMHM OÅL OBMWGDHB MHBG BKOÅB,MHBDLWEEW,WBFÅLWLLÅ,OBMWMWEWNG,FWCWWMBÅ,DUGBGMWWL,WNLLWMHM,OÅL,OBMWGDHB,MHBG,BKOÅB,0,0,0,0,0,0,0,0,0
86,13,YTNPXFQQF FNRJXFXXJ ÅNYFYFQFZS RFOFFYNJ PDSNSYFFX FZXXFYTY ÅJX ÅNYFSPTN YTNS NWÅJN,LGACKVDDV VAEZKVKKZ NALVLVDVMF EVBVVLAZ CTFAFLVVK VMKKVLGL NZK NALVFCGA LGAF AJNZA,LGACKVDDV,VAEZKVKKZ,NALVLVDVMF,EVBVVLAZ,CTFAFLVVK,VMKKVLGL,NZK,NALVFCGA,LGAF,AJNZA,0,0,0,0,0,0,0,0,0
86,14,YTNPXFQQF FNRJXFXXJ ÅNYFYFQFZS RFOFFYNJ PDSNSYFFX FZXXFYTY ÅJX ÅNYFSPTN YTNS NWÅJN,KFÖBJUCCU UÖDYJUJJY MÖKUKUCULE DUAUUKÖY BSEÖEKUUJ ULJJUKFK MYJ MÖKUEBFÖ KFÖE ÖIMYÖ,KFÖBJUCCU,UÖDYJUJJY,MÖKUKUCULE,DUAUUKÖY,BSEÖEKUUJ,ULJJUKFK,MYJ,MÖKUEBFÖ,KFÖE,ÖIMYÖ,0,0,0,0,0,0,0,0,0
86,15,YTNPXFQQF FNRJXFXXJ ÅNYFYFQFZS RFOFFYNJ PDSNSYFFX FZXXFYTY ÅJX ÅNYFSPTN YTNS NWÅJN,JEÄAITBBT TÄCXITIIX LÄJTJTBTKD CTÖTTJÄX ARDÄDJTTI TKIITJEJ LXI LÄJTDAEÄ JEÄD ÄHLXÄ,JEÄAITBBT,TÄCXITIIX,LÄJTJTBTKD,CTÖTTJÄX,ARDÄDJTTI,TKIITJEJ,LXI,LÄJTDAEÄ,JEÄD,ÄHLXÄ,0,0,0,0,0,0,0,0,0
86,16,YTNPXFQQF FNRJXFXXJ ÅNYFYFQFZS RFOFFYNJ PDSNSYFFX FZXXFYTY ÅJX ÅNYFSPTN YTNS NWÅJN,IDÅÖHSAAS SÅBWHSHHW KÅISISASJC BSÄSSIÅW ÖQCÅCISSH SJHHSIDI KWH KÅISCÖDÅ IDÅC ÅGKWÅ,IDÅÖHSAAS,SÅBWHSHHW,KÅISISASJC,BSÄSSIÅW,ÖQCÅCISSH,SJHHSIDI,KWH,KÅISCÖDÅ,IDÅC,ÅGKWÅ,0,0,0,0,0,0,0,0,0
86,17,YTNPXFQQF FNRJXFXXJ ÅNYFYFQFZS RFOFFYNJ PDSNSYFFX FZXXFYTY ÅJX ÅNYFSPTN YTNS NWÅJN,HCZÄGRÖÖR RZAVGRGGV JZHRHRÖRIB ARÅRRHZV ÄPBZBHRRG RIGGRHCH JVG JZHRBÄCZ HCZB ZFJVZ,HCZÄGRÖÖR,RZAVGRGGV,JZHRHRÖRIB,ARÅRRHZV,ÄPBZBHRRG,RIGGRHCH,JVG,JZHRBÄCZ,HCZB,ZFJVZ,0,0,0,0,0,0,0,0,0
86,18,YTNPXFQQF FNRJXFXXJ ÅNYFYFQFZS RFOFFYNJ PDSNSYFFX FZXXFYTY ÅJX ÅNYFSPTN YTNS NWÅJN,GBYÅFQÄÄQ QYÖUFQFFU IYGQGQÄQHA ÖQZQQGYU ÅOAYAGQQF QHFFQGBG IUF IYGQAÅBY GBYA YEIUY,GBYÅFQÄÄQ,QYÖUFQFFU,IYGQGQÄQHA,ÖQZQQGYU,ÅOAYAGQQF,QHFFQGBG,IUF,IYGQAÅBY,GBYA,YEIUY,0,0,0,0,0,0,0,0,0
86,19,YTNPXFQQF FNRJXFXXJ ÅNYFYFQFZS RFOFFYNJ PDSNSYFFX FZXXFYTY ÅJX ÅNYFSPTN YTNS NWÅJN,FAXZEPÅÅP PXÄTEPEET HXFPFPÅPGÖ ÄPYPPFXT ZNÖXÖFPPE PGEEPFAF HTE HXFPÖZAX FAXÖ XDHTX,FAXZEPÅÅP,PXÄTEPEET,HXFPFPÅPGÖ,ÄPYPPFXT,ZNÖXÖFPPE,PGEEPFAF,HTE,HXFPÖZAX,FAXÖ,XDHTX,0,0,0,0,0,0,0,0,0
86,20,YTNPXFQQF FNRJXFXXJ ÅNYFYFQFZS RFOFFYNJ PDSNSYFFX FZXXFYTY ÅJX ÅNYFSPTN YTNS NWÅJN,EÖWYDOZZO OWÅSDODDS GWEOEOZOFÄ ÅOXOOEWS YMÄWÄEOOD OFDDOEÖE GSD GWEOÄYÖW EÖWÄ WCGSW,EÖWYDOZZO,OWÅSDODDS,GWEOEOZOFÄ,ÅOXOOEWS,YMÄWÄEOOD,OFDDOEÖE,GSD,GWEOÄYÖW,EÖWÄ,WCGSW,0,0,0,0,0,0,0,0,0
86,21,YTNPXFQQF FNRJXFXXJ ÅNYFYFQFZS RFOFFYNJ PDSNSYFFX FZXXFYTY ÅJX ÅNYFSPTN YTNS NWÅJN,DÄVXCNYYN NVZRCNCCR FVDNDNYNEÅ ZNWNNDVR XLÅVÅDNNC NECCNDÄD FRC FVDNÅXÄV DÄVÅ VBFRV,DÄVXCNYYN,NVZRCNCCR,FVDNDNYNEÅ,ZNWNNDVR,XLÅVÅDNNC,NECCNDÄD,FRC,FVDNÅXÄV,DÄVÅ,VBFRV,0,0,0,0,0,0,0,0,0
